Symbol,Company,Year_Month,Close
A,Agilent Technologies Inc,2014-8,40.0949
A,Agilent Technologies Inc,2014-9,40.8744
A,Agilent Technologies Inc,2014-10,40.1879
A,Agilent Technologies Inc,2014-11,40.84
A,Agilent Technologies Inc,2014-12,41.59
A,Agilent Technologies Inc,2015-1,40.94
A,Agilent Technologies Inc,2015-2,38.69
A,Agilent Technologies Inc,2015-3,42.7
A,Agilent Technologies Inc,2015-4,41.39
A,Agilent Technologies Inc,2015-5,41.83
A,Agilent Technologies Inc,2015-6,40.92
A,Agilent Technologies Inc,2015-7,39.26
A,Agilent Technologies Inc,2015-8,41.0
A,Agilent Technologies Inc,2015-9,34.75
A,Agilent Technologies Inc,2015-10,33.74
A,Agilent Technologies Inc,2015-11,38.59
A,Agilent Technologies Inc,2015-12,41.06
A,Agilent Technologies Inc,2016-1,41.81
A,Agilent Technologies Inc,2016-2,37.69
A,Agilent Technologies Inc,2016-3,38.59
A,Agilent Technologies Inc,2016-4,40.31
A,Agilent Technologies Inc,2016-5,41.71
A,Agilent Technologies Inc,2016-6,45.95
A,Agilent Technologies Inc,2016-7,44.6
A,Agilent Technologies Inc,2016-8,47.87
A,Agilent Technologies Inc,2016-9,46.99
A,Agilent Technologies Inc,2016-10,47.14
A,Agilent Technologies Inc,2016-11,43.49
A,Agilent Technologies Inc,2016-12,43.21
A,Agilent Technologies Inc,2017-1,45.56
A,Agilent Technologies Inc,2017-2,49.26
A,Agilent Technologies Inc,2017-3,52.04
A,Agilent Technologies Inc,2017-4,53.2
A,Agilent Technologies Inc,2017-5,55.8
A,Agilent Technologies Inc,2017-6,60.73
A,Agilent Technologies Inc,2017-7,59.13
A,Agilent Technologies Inc,2017-8,59.94
A,Agilent Technologies Inc,2017-9,64.38
A,Agilent Technologies Inc,2017-10,64.87
A,Agilent Technologies Inc,2017-11,68.02
A,Agilent Technologies Inc,2017-12,68.69
A,Agilent Technologies Inc,2018-1,66.97
A,Agilent Technologies Inc,2018-2,72.83
A,Agilent Technologies Inc,2018-3,67.38
A,Agilent Technologies Inc,2018-4,64.43
A,Agilent Technologies Inc,2018-5,66.24
